ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Income;Family_Size;Var_1;Segmentation
460290;Female;;50;Yes;Artist;;High;108950;1;;B
462154;Male;Yes;36;Yes;Entertainment;0;Average;53412;2;Cat_6;A
464754;Female;Yes;43;No;Engineer;4;Average;91424;7;Cat_4;A
460167;Female;No;18;No;Entertainment;1;Low;45184;5;Cat_2;A
461987;Female;Yes;43;No;Engineer;1;Average;117341;2;Cat_6;B
463259;Male;Yes;75;Yes;Lawyer;0;Low;175746;1;Cat_6;A
464421;Female;Yes;27;No;Marketing;;High;99925;4;Cat_6;B
461628;Male;Yes;39;Yes;Healthcare;11;Average;444687;2;Cat_6;B
459126;Male;Yes;61;Yes;Artist;2;Low;85969;2;Cat_6;B
460639;Female;Yes;73;Yes;Lawyer;;Low;133330;5;Cat_1;B
465143;Male;No;26;Yes;Engineer;0;Low;118589;5;Cat_4;A
460860;Male;Yes;52;Yes;Artist;7;Average;109682;4;Cat_6;B
467629;Male;Yes;50;Yes;Artist;1;Low;89182;1;Cat_6;B
461720;Female;No;51;Yes;Artist;1;Low;94266;1;Cat_4;B
460086;Male;Yes;50;No;Artist;1;Average;55085;3;Cat_6;A
465832;Male;Yes;53;Yes;Executive;9;High;174707;5;Cat_4;B
467070;Male;Yes;40;No;Executive;5;Low;144464;4;Cat_6;B
459602;Female;Yes;86;No;Lawyer;;Low;166165;1;Cat_6;B
463541;Female;No;26;No;Healthcare;0;Low;460198;3;Cat_5;B
462431;Male;No;32;No;Entertainment;9;Low;78451;4;Cat_6;A
461387;Female;No;22;No;Healthcare;5;Low;467215;3;Cat_2;B
461693;Female;Yes;36;Yes;Artist;1;Average;57124;4;Cat_6;B
466793;Female;;62;Yes;Artist;4;Average;55435;3;Cat_6;B
466010;Female;Yes;69;No;Doctor;0;Low;365676;1;Cat_3;A
465674;Female;No;39;Yes;Entertainment;1;Low;87018;2;Cat_4;A
459405;Female;Yes;81;No;Doctor;0;High;447988;2;Cat_6;A
465989;Female;No;28;No;Healthcare;9;Low;493710;2;Cat_6;B
465598;Male;No;28;Yes;Healthcare;6;Low;406813;5;Cat_2;B
466093;Male;No;52;Yes;Entertainment;1;Low;81832;5;Cat_4;B
462773;Female;Yes;40;Yes;Artist;4;Average;78711;5;Cat_6;B
467087;Male;No;68;Yes;Lawyer;0;Low;89140;;Cat_6;B
465763;Female;Yes;37;No;Artist;0;Average;59343;2;Cat_4;B
462958;Male;No;26;No;Marketing;1;Low;90041;5;Cat_6;B
467056;Female;No;31;No;Homemaker;8;Low;47494;1;Cat_6;A
461990;Female;Yes;68;Yes;Lawyer;0;Low;130719;2;Cat_6;A
464480;Male;Yes;42;Yes;Artist;1;Average;57141;3;Cat_6;A
461318;Female;Yes;56;Yes;Artist;1;Average;84246;6;Cat_5;A
467398;Male;Yes;37;No;Entertainment;1;Low;80398;2;Cat_6;A
464222;Male;Yes;58;Yes;Artist;1;Low;60948;1;Cat_6;B
465427;Male;No;33;Yes;Artist;7;Low;73733;1;Cat_6;A
460652;Female;No;31;No;Homemaker;8;Low;32957;1;Cat_4;B
463642;Female;No;27;Yes;Healthcare;0;Low;387001;3;Cat_2;B
462672;Male;No;25;No;Healthcare;7;Low;409490;4;Cat_4;B
466112;Male;Yes;51;Yes;Entertainment;1;Average;66882;2;Cat_6;B
459831;Male;Yes;37;No;Engineer;8;Average;97136;3;Cat_4;B
463027;Male;Yes;69;Yes;Executive;1;Average;188275;4;Cat_6;B
462467;Female;Yes;45;No;Doctor;1;Low;357847;1;Cat_6;A
461469;Male;Yes;38;Yes;Artist;0;Low;73989;2;Cat_6;A
461562;Male;Yes;51;Yes;Artist;;Average;61075;4;Cat_2;A
467051;Female;No;19;No;Healthcare;0;Low;389643;4;Cat_6;B
465928;Female;No;32;Yes;Healthcare;6;Low;416095;3;Cat_6;B
462491;Male;No;31;Yes;Artist;1;Low;62133;5;Cat_6;A
460642;Male;No;19;No;Healthcare;13;Low;304545;3;Cat_3;B
460988;Male;Yes;41;Yes;Entertainment;0;Average;105571;3;Cat_4;A
460634;Female;No;39;No;Entertainment;;Low;46613;6;Cat_3;B
461108;Male;No;21;No;Healthcare;1;Low;449968;4;Cat_3;B
464175;Female;No;30;No;Healthcare;0;Low;384200;;Cat_6;B
463329;Male;No;23;No;Healthcare;0;Low;481442;6;Cat_3;B
466153;Male;Yes;65;No;Entertainment;0;Average;66075;2;Cat_6;A
467027;Male;No;31;No;Executive;4;Low;158561;5;Cat_1;B
459707;Female;Yes;74;Yes;Lawyer;;Low;168895;;Cat_6;B
466710;Female;Yes;73;No;Artist;1;High;52279;2;Cat_6;A
465616;Male;Yes;42;Yes;Doctor;9;Low;408505;2;Cat_6;A
463173;Male;No;47;Yes;Artist;0;Low;109396;1;Cat_3;B
465779;Female;No;19;No;Healthcare;0;Low;377226;5;Cat_2;B
465826;Male;Yes;45;No;Executive;3;Low;199125;9;Cat_4;B
463063;Female;No;25;No;Marketing;;Low;149166;7;Cat_2;B
463575;Female;No;28;Yes;Entertainment;0;Low;53262;3;Cat_6;B
466480;Female;Yes;40;Yes;Artist;;Average;87334;2;Cat_4;A
463175;Female;;40;No;Engineer;1;Low;96130;4;Cat_3;A
462046;Female;No;30;Yes;Doctor;8;Low;491390;;Cat_4;B
466075;Female;Yes;50;Yes;Engineer;1;Average;117732;4;Cat_4;B
461723;Male;No;26;Yes;Healthcare;8;Low;419133;2;Cat_6;A
460783;Male;Yes;82;Yes;Lawyer;0;Low;117114;1;Cat_6;B
465962;Male;Yes;33;Yes;Healthcare;0;Low;399349;2;Cat_7;A
462781;Male;No;50;No;Marketing;1;Low;148150;2;Cat_7;A
466020;Male;Yes;83;No;Lawyer;0;Low;108387;1;Cat_6;B
461502;Female;No;37;Yes;Artist;9;Low;62219;1;Cat_6;B
463280;Male;Yes;37;Yes;Artist;6;Average;89025;2;Cat_3;A
466936;Male;Yes;55;No;Lawyer;1;High;162241;3;Cat_6;A
460552;Male;Yes;61;Yes;Artist;0;Low;89179;2;Cat_3;A
459345;Female;Yes;39;Yes;Artist;3;Low;75663;1;Cat_6;B
464256;Male;Yes;40;Yes;Artist;0;Low;91879;2;Cat_6;A
467097;Male;Yes;55;Yes;Artist;2;Low;68265;1;Cat_6;B
462571;Male;Yes;50;Yes;Healthcare;1;Average;391827;1;Cat_6;B
463765;Male;No;26;Yes;Doctor;13;Low;389658;3;Cat_6;B
460152;Female;No;53;Yes;Artist;1;Low;45439;1;Cat_6;A
463415;Female;No;28;Yes;Healthcare;;Low;352608;5;Cat_6;B
459587;Female;No;32;Yes;Artist;7;Low;79695;3;Cat_6;A
460995;Female;No;31;Yes;Marketing;0;Low;145077;1;Cat_6;B
465426;Male;No;30;No;Healthcare;0;Low;326848;4;Cat_6;B
461452;Female;No;31;Yes;Doctor;0;Low;496205;4;Cat_3;A
460797;Male;Yes;47;Yes;Artist;4;Low;109536;1;Cat_3;A
466618;Male;Yes;49;Yes;Artist;3;Average;105819;2;Cat_6;A
462168;Male;Yes;37;Yes;Executive;1;High;178735;3;Cat_6;B
465338;Male;Yes;47;Yes;Artist;13;Average;57006;4;Cat_6;A
463501;Male;Yes;52;Yes;Executive;0;High;111921;2;Cat_6;A
460817;Female;No;20;No;Entertainment;;Low;78126;7;Cat_3;A
459726;Male;Yes;79;No;Lawyer;0;High;97986;2;Cat_6;B
463516;Male;Yes;47;No;Executive;1;High;105570;6;Cat_6;A
466751;Female;No;20;;Healthcare;1;Low;351442;4;Cat_6;B
463359;Male;No;23;No;Healthcare;1;Low;415639;4;Cat_6;B
463488;Female;No;29;No;Engineer;9;Low;102976;4;Cat_4;A
465872;Female;No;33;Yes;Engineer;10;Low;116675;1;Cat_6;A
460588;Male;No;21;No;Healthcare;0;Low;435387;4;Cat_3;B
460236;Male;No;18;No;Healthcare;8;Low;325332;4;Cat_6;B
460802;Male;Yes;70;Yes;Lawyer;0;High;175045;2;Cat_6;A
459467;Female;Yes;56;Yes;Artist;0;Average;100643;2;Cat_6;A
466953;Male;Yes;42;Yes;Artist;2;Average;98527;2;Cat_6;B
459086;Female;No;28;No;Healthcare;1;Low;486564;2;Cat_6;B
464915;Male;Yes;41;Yes;Executive;;High;156469;4;Cat_4;B
460827;Male;Yes;81;Yes;Lawyer;9;Low;166454;1;Cat_6;B
464272;Male;No;30;Yes;Artist;9;Low;101841;2;Cat_6;A
461063;Male;Yes;53;No;Lawyer;0;Low;151075;2;Cat_6;B
467302;Male;No;26;Yes;Executive;9;Low;138034;4;Cat_6;B
461935;Male;Yes;51;Yes;Artist;1;Low;87898;3;Cat_6;A
459089;Male;No;19;No;Artist;9;Low;56492;7;Cat_7;B
462365;Male;Yes;75;Yes;Lawyer;0;High;116095;2;Cat_6;B
459628;Female;Yes;51;Yes;Engineer;0;Low;101916;1;Cat_6;A
467332;Female;Yes;70;Yes;Homemaker;3;Low;32723;2;Cat_6;B
460443;Female;No;38;Yes;Doctor;0;Low;401713;1;Cat_6;A
462195;Female;No;21;No;Healthcare;0;Low;389369;4;Cat_4;B
466228;Male;Yes;80;No;Lawyer;0;Low;185978;1;Cat_4;B
461952;Female;Yes;19;No;Artist;;High;97174;2;Cat_4;B
467589;Male;No;33;No;Entertainment;1;Low;57281;1;Cat_6;B
466107;Male;Yes;48;Yes;Entertainment;1;Average;57757;6;Cat_6;A
462199;Female;No;33;No;Healthcare;8;Low;443515;3;;B
466452;Female;No;33;Yes;Engineer;0;Low;116659;3;Cat_1;B
467074;Female;No;31;No;Healthcare;1;Low;449914;4;Cat_6;A
464233;Female;Yes;48;Yes;Artist;1;Average;91855;2;Cat_6;A
462225;Male;Yes;49;No;Engineer;1;Average;110017;8;Cat_4;B
465970;Female;Yes;38;No;Artist;1;Low;95969;1;Cat_6;B
460094;Female;No;39;Yes;Artist;0;Low;47864;1;Cat_3;A
467428;Female;Yes;46;Yes;Entertainment;2;Average;80500;2;Cat_6;B
465623;Male;Yes;41;Yes;Artist;8;Average;47850;2;Cat_6;A
467516;Female;Yes;31;No;Artist;0;High;51880;3;Cat_4;A
462975;Male;Yes;37;Yes;Entertainment;8;Average;76427;2;Cat_6;A
462389;Female;Yes;58;No;Engineer;1;Low;107837;1;Cat_6;B
461556;Female;Yes;49;Yes;Engineer;1;Average;107259;2;Cat_6;A
465964;Female;Yes;47;No;Marketing;2;Low;140488;1;Cat_6;B
460724;Male;No;30;Yes;Healthcare;1;Low;481873;4;Cat_6;B
460660;Male;No;41;;Entertainment;6;Low;82545;1;Cat_6;A
466787;Female;Yes;33;Yes;Doctor;0;Low;300573;2;Cat_6;A
467256;Male;No;33;No;Healthcare;0;Low;456158;4;Cat_2;B
467414;Male;No;27;Yes;Healthcare;;Low;333903;1;Cat_6;B
466742;Male;Yes;45;No;Doctor;8;Low;344584;2;Cat_3;A
466017;Female;Yes;45;Yes;Homemaker;1;Low;27553;1;Cat_3;B
463079;Female;No;35;No;Marketing;;Low;111699;;Cat_3;B
459679;Female;No;21;No;Entertainment;1;Low;90360;4;Cat_6;B
465930;Female;No;36;Yes;Artist;9;Low;78875;2;Cat_6;A
464821;Female;Yes;56;No;;0;Low;;1;Cat_4;B
460175;Female;No;28;No;Artist;0;Low;45109;5;Cat_2;A
466725;Female;Yes;89;No;Lawyer;0;High;81646;2;Cat_6;A
465095;Male;Yes;48;Yes;Executive;1;High;116121;4;Cat_6;A
465452;Male;Yes;47;No;Entertainment;0;High;72138;5;Cat_6;A
463473;Male;No;23;No;Healthcare;;Low;472407;3;Cat_6;B
463213;Female;No;18;No;Healthcare;3;Low;448907;4;Cat_6;B
467653;Male;Yes;58;Yes;Lawyer;2;High;134546;2;Cat_6;A
463218;Male;Yes;42;No;Entertainment;9;Average;102753;3;Cat_6;A
461289;Male;No;22;No;Healthcare;0;Low;497484;3;Cat_6;B
459983;Female;Yes;50;Yes;Artist;2;Low;45410;1;Cat_6;B
465845;Female;Yes;40;Yes;Entertainment;;Low;57305;2;Cat_6;B
462363;Male;Yes;73;No;Executive;0;High;132722;2;Cat_6;B
460575;Female;No;27;No;Artist;;Low;89829;;Cat_3;B
461509;Male;Yes;40;Yes;Artist;1;Average;66671;3;Cat_6;B
460542;Female;Yes;81;No;Lawyer;1;Low;108053;;Cat_3;B
461148;Male;;37;Yes;Artist;1;Average;66822;3;Cat_3;A
464064;Female;Yes;39;No;Doctor;0;Low;435872;2;Cat_6;B
460545;Male;Yes;83;No;Lawyer;0;High;84354;3;Cat_3;B
459303;Male;Yes;55;Yes;Artist;0;Low;67182;1;Cat_6;B
462568;Male;Yes;51;Yes;Doctor;;Low;344944;3;Cat_6;A
462635;Male;Yes;42;No;Engineer;5;Average;101847;4;Cat_4;A
464456;Male;Yes;27;Yes;Artist;1;Low;92653;4;Cat_6;A
465106;Male;Yes;53;Yes;Executive;1;High;109735;2;Cat_6;A
467605;Female;Yes;40;Yes;Engineer;1;Average;113975;7;Cat_6;A
466116;Male;Yes;62;Yes;Artist;0;Average;61415;9;Cat_3;A
461388;Male;No;21;No;Healthcare;;Low;329089;5;Cat_2;B
466155;Male;Yes;40;Yes;Entertainment;1;Average;100748;2;;A
467176;Male;No;27;No;Healthcare;1;Low;310276;3;Cat_3;A
459400;Female;Yes;84;No;Lawyer;0;High;112380;2;Cat_6;B
466784;Male;No;26;No;Doctor;4;Low;343839;;Cat_6;B
460320;Male;No;26;No;Artist;11;Low;84064;4;Cat_6;A
466454;Male;No;33;Yes;Entertainment;1;Low;82068;1;Cat_6;A
467028;Male;No;27;Yes;Artist;0;Low;86844;1;Cat_6;B
464827;Female;Yes;46;No;Entertainment;9;Average;82079;5;Cat_4;B
465463;Female;No;28;No;Doctor;;Low;384747;5;Cat_2;A
464501;Female;No;25;No;Healthcare;1;Low;481429;3;Cat_6;A
460659;Female;Yes;47;Yes;Marketing;;Average;94698;3;Cat_6;A
463715;Female;No;32;No;Artist;3;Low;98533;4;Cat_6;A
461028;Female;No;21;No;Healthcare;6;Low;353693;4;Cat_4;B
466766;Male;Yes;73;Yes;Lawyer;1;High;84236;4;Cat_6;A
462475;Male;Yes;35;Yes;Artist;0;Average;45498;2;Cat_6;B
465770;Male;No;52;Yes;Artist;1;Low;94811;1;Cat_6;B
466823;Male;Yes;40;Yes;Artist;1;Low;68913;2;Cat_6;B
463505;Male;No;31;Yes;Healthcare;;Low;373829;1;Cat_6;B
467083;Female;Yes;88;Yes;Lawyer;1;High;131451;2;Cat_6;A
467675;Female;No;39;No;;;Low;;1;Cat_6;A
464080;Female;No;41;Yes;Artist;1;Low;61531;2;Cat_6;A
462287;Female;Yes;73;Yes;Artist;;Average;104066;2;Cat_6;A
466503;Male;Yes;45;Yes;Artist;7;Average;44896;5;Cat_6;B
461847;Male;Yes;41;No;Entertainment;0;Low;82566;4;Cat_6;A
461447;Male;Yes;75;Yes;Lawyer;0;High;126600;2;Cat_6;A
459982;Male;No;39;Yes;Entertainment;9;Low;92622;2;Cat_6;A
463316;Female;Yes;89;No;Lawyer;0;High;115834;2;Cat_6;A
466758;Male;Yes;45;Yes;Doctor;0;Low;402052;1;Cat_6;A
464307;Female;Yes;50;Yes;Artist;1;Average;100486;2;Cat_6;A
461344;Male;Yes;43;No;Healthcare;6;High;310231;2;Cat_7;B
463353;Male;Yes;50;Yes;Executive;4;Average;102091;4;Cat_2;B
467349;Female;No;53;No;Entertainment;0;Low;42887;;Cat_6;B
462607;Female;;37;No;Engineer;2;Average;100564;3;Cat_4;B
467172;Male;No;40;;Artist;8;Low;61760;2;Cat_6;A
464324;Male;Yes;76;Yes;Lawyer;1;Low;147114;1;Cat_3;B
462108;Female;Yes;27;Yes;Homemaker;;Average;20728;2;Cat_6;A
459288;Male;Yes;41;Yes;Artist;1;Low;42698;2;Cat_6;A
460050;Male;Yes;50;Yes;Entertainment;3;Low;47059;2;Cat_6;A
464994;Male;Yes;56;Yes;Executive;8;High;140153;5;Cat_6;A
464903;Male;Yes;28;No;Entertainment;0;Average;89509;2;Cat_4;A
461251;Female;No;46;Yes;Marketing;0;Low;138741;;Cat_6;B
463165;Female;Yes;72;Yes;Doctor;1;Average;329553;2;Cat_6;A
460419;Female;Yes;41;No;Doctor;;Low;312710;1;Cat_7;A
465981;Male;No;28;No;Artist;0;Low;70342;2;Cat_6;A
465281;Female;Yes;27;Yes;Artist;8;Average;78208;2;Cat_6;A
463781;Female;No;32;No;Healthcare;2;Low;476542;4;Cat_4;B
466569;Female;No;20;No;Doctor;9;Low;329861;4;Cat_6;A
466547;Male;Yes;45;Yes;Executive;1;Low;165216;5;Cat_6;B
464631;Male;No;59;Yes;Artist;1;Low;60481;2;Cat_6;A
465957;Female;No;46;Yes;Marketing;1;Low;96987;1;Cat_6;B
459848;Male;Yes;46;Yes;Artist;1;Average;74838;3;Cat_6;A
461642;Male;No;41;Yes;Artist;9;Low;60445;2;Cat_6;A
467259;Male;Yes;70;Yes;Lawyer;1;High;132373;2;Cat_6;B
459388;Female;;25;Yes;Homemaker;;Low;21893;1;Cat_6;B
463439;Male;Yes;42;Yes;Artist;9;Average;96605;3;Cat_6;B
464764;Female;Yes;60;No;Engineer;1;High;111147;9;Cat_4;A
467073;Male;No;37;Yes;Engineer;9;Low;103412;1;Cat_6;B
460480;Male;No;18;No;Healthcare;0;Low;450368;7;Cat_3;B
464419;Male;Yes;52;Yes;Artist;1;Average;58386;3;Cat_6;A
463686;Female;No;32;No;Artist;2;Low;76766;4;Cat_2;A
459411;Male;Yes;74;No;Lawyer;8;Low;139169;1;Cat_6;A
463774;Male;Yes;29;Yes;Healthcare;1;Average;404726;2;Cat_6;A
463671;Male;Yes;37;Yes;Entertainment;0;Average;53543;3;Cat_6;A
466986;Male;Yes;45;No;Entertainment;1;Average;53032;3;Cat_6;B
465508;Male;No;22;No;Healthcare;1;Low;428488;4;Cat_6;B
463284;Female;Yes;60;Yes;Engineer;0;Low;116041;;Cat_3;B
465351;Female;Yes;51;Yes;Artist;8;Average;101971;2;Cat_6;B
464001;Male;Yes;59;Yes;Artist;0;Average;52055;2;Cat_6;A
459483;Male;Yes;55;Yes;Artist;1;Average;89926;2;Cat_7;A
466013;Male;No;22;No;Healthcare;2;Low;369276;3;Cat_4;B
459763;Male;No;18;No;Artist;;Low;101450;4;Cat_4;B
466490;Female;Yes;84;No;Lawyer;0;High;140525;2;Cat_6;B
463024;Male;No;35;Yes;Artist;;Low;98758;1;Cat_6;A
463665;Male;Yes;50;Yes;Entertainment;0;Average;45442;3;Cat_6;A
463459;Male;Yes;73;Yes;Artist;5;High;101020;3;Cat_6;A
462756;Female;No;23;No;Engineer;1;Low;109580;4;Cat_6;B
461414;Male;No;30;Yes;Entertainment;;Low;102056;5;Cat_3;B
463915;Female;No;21;Yes;Healthcare;0;Low;495095;5;Cat_2;B
463543;Male;No;18;No;Healthcare;1;Low;453416;4;Cat_6;B
462768;Male;Yes;46;Yes;Artist;0;Average;48608;3;Cat_6;B
461876;Male;No;32;Yes;Entertainment;9;Low;95984;2;Cat_6;B
462135;Female;No;36;Yes;Healthcare;6;Low;351817;3;Cat_2;B
458998;Male;Yes;37;No;Doctor;9;Low;379192;2;Cat_6;B
466432;Male;No;42;Yes;Entertainment;1;Low;80581;1;Cat_7;A
464722;Male;Yes;35;Yes;Doctor;1;Low;461219;;Cat_4;B
460389;Female;Yes;42;Yes;Healthcare;9;Average;332764;2;Cat_6;B
460663;Female;No;33;No;Homemaker;9;Low;26590;1;Cat_6;B
463484;Female;Yes;35;No;Engineer;1;High;109544;2;;B
467771;Female;Yes;59;Yes;Artist;0;Average;59873;5;Cat_6;A
462084;Male;Yes;70;Yes;Artist;1;Low;95495;1;Cat_6;B
463621;Male;Yes;53;No;Entertainment;1;Low;92408;1;Cat_6;A
467021;Female;Yes;80;No;Lawyer;1;High;157348;2;Cat_6;B
459056;Male;Yes;56;No;Executive;;High;137663;3;Cat_6;B
467563;Male;Yes;39;Yes;Artist;0;Average;85401;2;Cat_2;A
459820;Female;Yes;73;Yes;Artist;;Average;99381;3;Cat_3;A
467306;Female;Yes;58;Yes;Artist;0;Average;86055;5;Cat_6;A
464865;Female;No;30;No;Homemaker;8;Low;35747;9;Cat_4;A
463585;Female;No;23;No;Healthcare;0;Low;319744;3;Cat_6;B
466186;Male;Yes;59;Yes;Artist;9;Average;90009;4;Cat_6;A
459619;Female;Yes;56;Yes;Doctor;0;Low;369019;2;Cat_6;B
466699;Female;Yes;40;Yes;Artist;8;Low;74763;1;Cat_6;B
465517;Female;Yes;68;Yes;Artist;1;Low;94463;2;Cat_6;A
459237;Male;No;29;Yes;Artist;1;Low;45168;6;Cat_6;A
461757;Female;Yes;55;Yes;Artist;1;Average;47320;3;Cat_6;A
466309;Male;No;21;No;Healthcare;1;Low;495864;4;Cat_6;B
466532;Female;No;19;No;Engineer;1;Low;119408;4;Cat_6;B
460832;Female;Yes;41;No;Healthcare;1;Average;377449;4;Cat_6;B
461531;Male;No;41;Yes;Artist;4;Low;45431;1;Cat_3;A
467304;Male;No;33;No;Doctor;1;Low;357569;2;Cat_3;A
463124;Male;Yes;31;No;Artist;;Average;66993;2;Cat_6;B
461463;Male;No;41;Yes;Artist;6;Low;46037;1;Cat_3;B
464566;Male;Yes;35;Yes;Executive;0;High;141239;4;Cat_6;A
462070;Male;Yes;41;Yes;Entertainment;9;Average;102844;2;Cat_6;B
464162;Male;Yes;81;Yes;Lawyer;;High;198793;2;Cat_6;A
466554;Male;No;26;No;Healthcare;0;Low;436134;3;Cat_6;B
462793;Male;Yes;42;No;Executive;3;High;179743;5;Cat_6;B
465657;Female;Yes;53;Yes;Artist;0;Average;45598;2;Cat_6;A
460530;Female;Yes;33;Yes;Entertainment;3;Average;90715;3;Cat_4;B
464045;Male;Yes;39;Yes;Artist;0;Low;98050;2;Cat_6;A
465633;Male;Yes;83;Yes;Executive;;High;178397;2;Cat_6;B
462905;Female;No;25;No;Artist;6;Low;85287;3;Cat_6;A
466254;Male;No;40;Yes;Entertainment;0;Low;81743;2;Cat_2;A
460617;Female;No;22;No;Healthcare;0;Low;382592;4;Cat_3;B
465468;Female;Yes;37;Yes;Artist;1;Average;105293;2;Cat_6;A
466125;Female;Yes;65;Yes;Artist;0;Low;50464;2;Cat_6;B
465207;Male;Yes;49;Yes;Artist;0;Average;82483;2;Cat_6;A
463332;Female;Yes;38;Yes;Engineer;1;Low;101585;2;Cat_6;A
459924;Female;Yes;65;Yes;Artist;0;Average;77596;2;Cat_6;A
466143;Female;Yes;48;No;Engineer;0;Average;112450;5;;A
466375;Male;Yes;52;Yes;Entertainment;1;Low;85223;4;Cat_2;A
462951;Male;Yes;73;Yes;Lawyer;2;Low;173251;1;Cat_6;B
465654;Female;No;48;Yes;Engineer;1;Low;112879;1;Cat_6;B
460987;Male;No;25;Yes;Doctor;8;Low;355616;2;Cat_6;B
461681;Male;No;31;Yes;Healthcare;9;Low;449546;3;Cat_7;B
462820;Male;No;25;No;Entertainment;8;Low;102356;9;Cat_6;A
467518;Male;No;21;No;Doctor;0;Low;436603;;Cat_6;B
467525;Male;No;20;No;Healthcare;0;Low;363150;4;Cat_6;B
465876;Male;No;25;No;Executive;0;Low;110178;3;Cat_6;A
464199;Male;Yes;25;Yes;Artist;8;Low;84370;2;Cat_7;A
462746;Male;No;29;No;Entertainment;1;Low;81872;3;Cat_6;B
463261;Female;Yes;72;No;Entertainment;7;Average;48654;3;Cat_6;B
467548;Male;Yes;48;Yes;Artist;0;High;94012;2;Cat_6;B
460924;Male;No;28;No;Doctor;1;Low;363848;5;Cat_2;B
463368;Female;Yes;42;Yes;Artist;3;High;51924;3;Cat_2;A
459957;Female;Yes;32;Yes;Artist;8;Low;80300;3;Cat_6;A
459191;Male;Yes;49;Yes;Artist;0;Low;73469;1;Cat_6;B
462479;Female;Yes;55;Yes;Artist;1;Average;63935;2;Cat_6;A
466570;Female;Yes;40;Yes;Artist;0;Average;74936;3;Cat_6;A
459407;Female;No;37;Yes;Doctor;0;Low;465205;3;Cat_6;A
467331;Male;No;27;No;Healthcare;3;Low;414646;4;Cat_6;B
463377;Female;Yes;32;Yes;Homemaker;4;High;42138;2;Cat_3;B
467456;Male;Yes;36;No;Executive;7;High;171910;4;Cat_6;A
463058;Female;No;28;Yes;Homemaker;11;Low;20417;1;;B
467401;Male;Yes;72;No;Entertainment;0;Average;49545;;Cat_1;A
464029;Male;No;18;No;Entertainment;1;Low;42185;4;Cat_6;B
466056;Female;No;36;Yes;Artist;1;Low;93232;1;Cat_4;B
467130;Female;Yes;29;No;Homemaker;;High;45571;3;Cat_3;A
465002;Female;Yes;88;Yes;Lawyer;1;High;145623;2;Cat_6;A
463155;Female;No;38;Yes;Engineer;;Low;103880;1;Cat_6;B
459651;Male;Yes;87;Yes;Lawyer;;Low;105300;1;Cat_6;B
459961;Male;Yes;51;Yes;Artist;8;Low;97374;3;Cat_2;A
466109;Male;Yes;51;Yes;Entertainment;1;Average;42909;4;Cat_6;B
461543;Male;No;31;No;Artist;3;Low;61153;2;Cat_6;A
459502;Female;Yes;47;Yes;Artist;1;Average;96659;3;Cat_6;A
459864;Female;Yes;70;No;Artist;;High;102558;2;Cat_6;A
460441;Male;No;31;No;Healthcare;;Low;350073;4;Cat_6;B
461942;Male;No;29;Yes;Healthcare;0;Low;361180;6;Cat_6;B
462755;Female;No;20;No;Healthcare;0;Low;487326;;Cat_6;B
465098;Female;No;41;Yes;Artist;1;Low;91756;;Cat_4;A
459872;Male;Yes;68;No;Entertainment;4;Average;55283;2;Cat_6;A
462053;Male;Yes;28;Yes;Artist;;Low;75667;2;Cat_6;B
467040;Male;No;32;Yes;Doctor;0;Low;467875;4;Cat_3;B
465079;Male;Yes;75;Yes;Lawyer;1;Low;118964;1;Cat_6;A
467697;Female;No;39;Yes;Healthcare;0;Low;322029;1;Cat_6;A
466555;Male;No;18;No;Healthcare;1;Low;346087;3;Cat_6;B
463457;Female;Yes;42;Yes;Artist;2;Average;85675;2;Cat_6;B
462653;Male;Yes;48;Yes;Executive;0;Average;174990;4;Cat_4;A
461390;Female;Yes;70;Yes;Artist;0;High;60469;2;Cat_6;A
460217;Male;Yes;45;Yes;Artist;1;Average;59672;2;Cat_6;B
463684;Female;No;29;Yes;Healthcare;0;Low;464262;4;Cat_6;A
463764;Male;Yes;50;Yes;Entertainment;1;Average;71925;3;Cat_6;A
465310;Female;No;22;No;Healthcare;0;Low;307842;6;Cat_4;B
462489;Male;Yes;46;Yes;Artist;0;Low;61357;2;Cat_6;A
465677;Male;Yes;39;No;Artist;;Low;73234;2;Cat_4;A
459737;Female;Yes;81;Yes;Lawyer;8;High;109450;2;Cat_6;A
465357;Female;Yes;49;Yes;Artist;1;Average;56566;3;Cat_6;A
462159;Male;No;43;Yes;Doctor;1;Low;499215;;Cat_6;A
461747;Male;Yes;66;Yes;Artist;1;High;94303;2;Cat_6;B
465940;Female;No;53;Yes;Artist;0;Low;78834;2;;A
464323;Female;No;29;Yes;Artist;12;Low;91289;1;Cat_6;A
467248;Female;Yes;86;Yes;Lawyer;0;High;116426;2;Cat_6;A
463265;Male;Yes;70;Yes;Artist;1;Average;49557;3;Cat_6;A
459946;Female;Yes;36;Yes;Artist;1;Average;105506;2;Cat_6;B
463161;Male;No;35;Yes;Artist;1;Low;89142;2;Cat_3;A
460790;Female;Yes;42;Yes;Artist;0;High;92364;2;Cat_2;A
463118;Female;Yes;49;Yes;Doctor;;High;451127;3;Cat_6;B
460864;Female;No;20;No;Artist;0;Low;48250;3;Cat_6;B
461039;Female;Yes;27;No;Engineer;1;Average;117363;9;Cat_3;B
460299;Male;Yes;56;Yes;Artist;4;Low;65057;1;Cat_6;B
462378;Male;Yes;67;No;Artist;1;Low;100526;1;Cat_6;B
